Folder,Object,Mangled Name,Demangled Name,Start Address
,,_ZN2al30sendMsgPlayerBodyAttackReflectEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerBodyAttackReflect(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f3958
,,_ZN2al24sendMsgPlayerClimbAttackEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerClimbAttack(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f3994
,,_ZN2al23sendMsgPlayerSpinAttackEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerSpinAttack(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f39d0
,,_ZN2al24sendMsgPlayerGiantAttackEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerGiantAttack(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f3a0c
,,_ZN2al31sendMsgPlayerCooperationHipDropEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerCooperationHipDrop(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f3a48
,,_ZN2al31sendMsgPlayerClimbSlidingAttackEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerClimbSlidingAttack(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f3a84
,,_ZN2al31sendMsgPlayerClimbRollingAttackEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerClimbRollingAttack(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f3ac0
,,_ZN2al25sendMsgPlayerGiantHipDropEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerGiantHipDrop(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f3afc
,,_ZN2al22sendMsgPlayerDisregardEPNS_9HitSensorES1_,"al::sendMsgPlayerDisregard(al::HitSensor *,al::HitSensor *)",0x71008f3b38
,,_ZN2al20sendMsgPlayerItemGetEPNS_9HitSensorES1_,"al::sendMsgPlayerItemGet(al::HitSensor *,al::HitSensor *)",0x71008f3b74
,,_ZN2al27sendMsgPlayerPutOnEquipmentEPNS_9HitSensorES1_,"al::sendMsgPlayerPutOnEquipment(al::HitSensor *,al::HitSensor *)",0x71008f3bb0
,,_ZN2al29sendMsgPlayerReleaseEquipmentEPNS_9HitSensorES1_,"al::sendMsgPlayerReleaseEquipment(al::HitSensor *,al::HitSensor *)",0x71008f3bec
,,_ZN2al33sendMsgPlayerReleaseEquipmentGoalEPNS_9HitSensorES1_j,"al::sendMsgPlayerReleaseEquipmentGoal(al::HitSensor *,al::HitSensor *,unsigned int)",0x71008f3c28
,,_ZN2al23sendMsgPlayerFloorTouchEPNS_9HitSensorES1_,"al::sendMsgPlayerFloorTouch(al::HitSensor *,al::HitSensor *)",0x71008f3c68
,,_ZN2al24sendMsgPlayerDamageTouchEPNS_9HitSensorES1_,"al::sendMsgPlayerDamageTouch(al::HitSensor *,al::HitSensor *)",0x71008f3ca4
,,_ZN2al23sendMsgPlayerCarryFrontEPNS_9HitSensorES1_,"al::sendMsgPlayerCarryFront(al::HitSensor *,al::HitSensor *)",0x71008f3ce0
,,_ZN2al31sendMsgPlayerCarryFrontWallKeepEPNS_9HitSensorES1_,"al::sendMsgPlayerCarryFrontWallKeep(al::HitSensor *,al::HitSensor *)",0x71008f3d1c
,,_ZN2al20sendMsgPlayerCarryUpEPNS_9HitSensorES1_,"al::sendMsgPlayerCarryUp(al::HitSensor *,al::HitSensor *)",0x71008f3d58
,,_ZN2al26sendMsgPlayerCarryKeepDemoEPNS_9HitSensorES1_,"al::sendMsgPlayerCarryKeepDemo(al::HitSensor *,al::HitSensor *)",0x71008f3d94
,,_ZN2al22sendMsgPlayerCarryWarpEPNS_9HitSensorES1_,"al::sendMsgPlayerCarryWarp(al::HitSensor *,al::HitSensor *)",0x71008f3dd0
,,_ZN2al18sendMsgPlayerLeaveEPNS_9HitSensorES1_,"al::sendMsgPlayerLeave(al::HitSensor *,al::HitSensor *)",0x71008f3e0c
,,_ZN2al20sendMsgPlayerReleaseEPNS_9HitSensorES1_,"al::sendMsgPlayerRelease(al::HitSensor *,al::HitSensor *)",0x71008f3e48
,,_ZN2al27sendMsgPlayerReleaseBySwingEPNS_9HitSensorES1_,"al::sendMsgPlayerReleaseBySwing(al::HitSensor *,al::HitSensor *)",0x71008f3e84
,,_ZN2al26sendMsgPlayerReleaseDamageEPNS_9HitSensorES1_,"al::sendMsgPlayerReleaseDamage(al::HitSensor *,al::HitSensor *)",0x71008f3ec0
,,_ZN2al24sendMsgPlayerReleaseDeadEPNS_9HitSensorES1_,"al::sendMsgPlayerReleaseDead(al::HitSensor *,al::HitSensor *)",0x71008f3efc
,,_ZN2al24sendMsgPlayerReleaseDemoEPNS_9HitSensorES1_,"al::sendMsgPlayerReleaseDemo(al::HitSensor *,al::HitSensor *)",0x71008f3f38
,,_ZN2al17sendMsgPlayerTossEPNS_9HitSensorES1_,"al::sendMsgPlayerToss(al::HitSensor *,al::HitSensor *)",0x71008f3f74
,,_ZN2al28sendMsgPlayerInvincibleTouchEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerInvincibleTouch(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f3fb0
,,_ZN2al18sendMsgEnemyAttackEPNS_9HitSensorES1_,"al::sendMsgEnemyAttack(al::HitSensor *,al::HitSensor *)",0x71008f3fec
,,_ZN2al27sendMsgEnemyAttackBoomerangEPNS_9HitSensorES1_,"al::sendMsgEnemyAttackBoomerang(al::HitSensor *,al::HitSensor *)",0x71008f4028
,,_ZN2al22sendMsgEnemyAttackFireEPNS_9HitSensorES1_PKc,"al::sendMsgEnemyAttackFire(al::HitSensor *,al::HitSensor *,char const*)",0x71008f4064
,,_ZN2al24sendMsgEnemyAttackNeedleEPNS_9HitSensorES1_,"al::sendMsgEnemyAttackNeedle(al::HitSensor *,al::HitSensor *)",0x71008f40a0
,,_ZN2al22sendMsgEnemyFloorTouchEPNS_9HitSensorES1_,"al::sendMsgEnemyFloorTouch(al::HitSensor *,al::HitSensor *)",0x71008f40dc
,,_ZN2al19sendMsgEnemyItemGetEPNS_9HitSensorES1_,"al::sendMsgEnemyItemGet(al::HitSensor *,al::HitSensor *)",0x71008f4118
,,_ZN2al28sendMsgEnemyRouteDokanAttackEPNS_9HitSensorES1_,"al::sendMsgEnemyRouteDokanAttack(al::HitSensor *,al::HitSensor *)",0x71008f4154
,,_ZN2al26sendMsgEnemyRouteDokanFireEPNS_9HitSensorES1_,"al::sendMsgEnemyRouteDokanFire(al::HitSensor *,al::HitSensor *)",0x71008f4190
,,_ZN2al17sendMsgEnemyTouchEPNS_9HitSensorES1_,"al::sendMsgEnemyTouch(al::HitSensor *,al::HitSensor *)",0x71008f41cc
,,_ZN2al22sendMsgEnemyUpperPunchEPNS_9HitSensorES1_,"al::sendMsgEnemyUpperPunch(al::HitSensor *,al::HitSensor *)",0x71008f4208
,,_ZN2al19sendMsgEnemyTrampleEPNS_9HitSensorES1_,"al::sendMsgEnemyTrample(al::HitSensor *,al::HitSensor *)",0x71008f4244
,,_ZN2al20sendMsgMapObjTrampleEPNS_9HitSensorES1_,"al::sendMsgMapObjTrample(al::HitSensor *,al::HitSensor *)",0x71008f4280
,,_ZN2al20sendMsgPressureDeathEPNS_9HitSensorES1_,"al::sendMsgPressureDeath(al::HitSensor *,al::HitSensor *)",0x71008f42bc
,,_ZN2al15sendMsgNpcTouchEPNS_9HitSensorES1_,"al::sendMsgNpcTouch(al::HitSensor *,al::HitSensor *)",0x71008f42f8
,,_ZN2al16sendMsgExplosionEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgExplosion(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f4334
,,_ZN2al23sendMsgExplosionCollideEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgExplosionCollide(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f4370
,,_ZN2al11sendMsgPushEPNS_9HitSensorES1_,"al::sendMsgPush(al::HitSensor *,al::HitSensor *)",0x71008f43ac
,,_ZN2al17sendMsgPushStrongEPNS_9HitSensorES1_,"al::sendMsgPushStrong(al::HitSensor *,al::HitSensor *)",0x71008f43e8
,,_ZN2al21sendMsgPushVeryStrongEPNS_9HitSensorES1_,"al::sendMsgPushVeryStrong(al::HitSensor *,al::HitSensor *)",0x71008f4424
,,_ZN2al10sendMsgHitEPNS_9HitSensorES1_,"al::sendMsgHit(al::HitSensor *,al::HitSensor *)",0x71008f4460
,,_ZN2al16sendMsgHitStrongEPNS_9HitSensorES1_,"al::sendMsgHitStrong(al::HitSensor *,al::HitSensor *)",0x71008f449c
,,_ZN2al20sendMsgHitVeryStrongEPNS_9HitSensorES1_,"al::sendMsgHitVeryStrong(al::HitSensor *,al::HitSensor *)",0x71008f44d8
,,_ZN2al16sendMsgKnockDownEPNS_9HitSensorES1_,"al::sendMsgKnockDown(al::HitSensor *,al::HitSensor *)",0x71008f4514
,,_ZN2al14sendMsgMapPushEPNS_9HitSensorES1_,"al::sendMsgMapPush(al::HitSensor *,al::HitSensor *)",0x71008f4550
,,_ZN2al13sendMsgVanishEPNS_9HitSensorES1_,"al::sendMsgVanish(al::HitSensor *,al::HitSensor *)",0x71008f458c
,,_ZN2al18sendMsgChangeAlphaEPNS_9LiveActorEf,"al::sendMsgChangeAlpha(al::LiveActor *,float)",0x71008f45c8
,,_ZN2al16sendMsgShowModelEPNS_9HitSensorES1_,"al::sendMsgShowModel(al::HitSensor *,al::HitSensor *)",0x71008f4608
,,_ZN2al16sendMsgHideModelEPNS_9HitSensorES1_,"al::sendMsgHideModel(al::HitSensor *,al::HitSensor *)",0x71008f4644
,,_ZN2al14sendMsgRestartEPNS_9HitSensorES1_,"al::sendMsgRestart(al::HitSensor *,al::HitSensor *)",0x71008f4680
,,_ZN2al23sendMsgNeedleBallAttackEPNS_9HitSensorES1_,"al::sendMsgNeedleBallAttack(al::HitSensor *,al::HitSensor *)",0x71008f46bc
,,_ZN2al23sendMsgPunpunFloorTouchEPNS_9HitSensorES1_,"al::sendMsgPunpunFloorTouch(al::HitSensor *,al::HitSensor *)",0x71008f46f8
,,_ZN2al26sendMsgInvalidateFootPrintEPNS_9HitSensorES1_,"al::sendMsgInvalidateFootPrint(al::HitSensor *,al::HitSensor *)",0x71008f4734
,,_ZN2al22sendMsgKickKouraAttackEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgKickKouraAttack(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f4770
,,_ZN2al29sendMsgKickKouraAttackCollideEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgKickKouraAttackCollide(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f47ac
,,_ZN2al23sendMsgKickKouraGetItemEPNS_9HitSensorES1_,"al::sendMsgKickKouraGetItem(al::HitSensor *,al::HitSensor *)",0x71008f47e8
,,_ZN2al23sendMsgKickKouraReflectEPNS_9HitSensorES1_,"al::sendMsgKickKouraReflect(al::HitSensor *,al::HitSensor *)",0x71008f4824
,,_ZN2al32sendMsgKickKouraCollideNoReflectEPNS_9HitSensorES1_,"al::sendMsgKickKouraCollideNoReflect(al::HitSensor *,al::HitSensor *)",0x71008f4860
,,_ZN2al21sendMsgKickKouraBreakEPNS_9HitSensorES1_,"al::sendMsgKickKouraBreak(al::HitSensor *,al::HitSensor *)",0x71008f489c
,,_ZN2al20sendMsgKickKouraBlowEPNS_9HitSensorES1_,"al::sendMsgKickKouraBlow(al::HitSensor *,al::HitSensor *)",0x71008f48d8
,,_ZN2al22sendMsgKickStoneAttackEPNS_9HitSensorES1_,"al::sendMsgKickStoneAttack(al::HitSensor *,al::HitSensor *)",0x71008f4914
,,_ZN2al29sendMsgKickStoneAttackCollideEPNS_9HitSensorES1_,"al::sendMsgKickStoneAttackCollide(al::HitSensor *,al::HitSensor *)",0x71008f4950
,,_ZN2al26sendMsgKickStoneAttackHoldEPNS_9HitSensorES1_,"al::sendMsgKickStoneAttackHold(al::HitSensor *,al::HitSensor *)",0x71008f498c
,,_ZN2al29sendMsgKickStoneAttackReflectEPNS_9HitSensorES1_,"al::sendMsgKickStoneAttackReflect(al::HitSensor *,al::HitSensor *)",0x71008f49c8
,,_ZN2al23sendMsgKickStoneTrampleEPNS_9HitSensorES1_,"al::sendMsgKickStoneTrample(al::HitSensor *,al::HitSensor *)",0x71008f4a04
,,_ZN2al19sendMsgKillerAttackEPNS_9HitSensorES1_,"al::sendMsgKillerAttack(al::HitSensor *,al::HitSensor *)",0x71008f4a40
,,_ZN2al17sendMsgLiftGeyserEPNS_9HitSensorES1_,"al::sendMsgLiftGeyser(al::HitSensor *,al::HitSensor *)",0x71008f4a7c
,,_ZN2al16sendMsgWarpStartEPNS_9HitSensorES1_,"al::sendMsgWarpStart(al::HitSensor *,al::HitSensor *)",0x71008f4ab8
,,_ZN2al14sendMsgWarpEndEPNS_9HitSensorES1_,"al::sendMsgWarpEnd(al::HitSensor *,al::HitSensor *)",0x71008f4af4
,,_ZN2al17sendMsgHoldCancelEPNS_9HitSensorES1_,"al::sendMsgHoldCancel(al::HitSensor *,al::HitSensor *)",0x71008f4b30
,,_ZN2al13sendMsgHoleInEPNS_9HitSensorES1_,"al::sendMsgHoleIn(al::HitSensor *,al::HitSensor *)",0x71008f4b6c
,,_ZN2al18sendMsgJumpInhibitEPNS_9HitSensorES1_,"al::sendMsgJumpInhibit(al::HitSensor *,al::HitSensor *)",0x71008f4ba8
,,_ZN2al15sendMsgGoalKillEPNS_9HitSensorES1_,"al::sendMsgGoalKill(al::HitSensor *,al::HitSensor *)",0x71008f4be4
,,_ZN2al11sendMsgGoalEPNS_9HitSensorES1_,"al::sendMsgGoal(al::HitSensor *,al::HitSensor *)",0x71008f4c20
,,_ZN2al16sendMsgBindStartEPNS_9HitSensorES1_,"al::sendMsgBindStart(al::HitSensor *,al::HitSensor *)",0x71008f4c5c
,,_ZN2al15sendMsgBindInitEPNS_9HitSensorES1_j,"al::sendMsgBindInit(al::HitSensor *,al::HitSensor *,unsigned int)",0x71008f4c98
,,_ZN2al14sendMsgBindEndEPNS_9HitSensorES1_,"al::sendMsgBindEnd(al::HitSensor *,al::HitSensor *)",0x71008f4cd8
,,_ZN2al17sendMsgBindCancelEPNS_9HitSensorES1_,"al::sendMsgBindCancel(al::HitSensor *,al::HitSensor *)",0x71008f4d14
,,_ZN2al23sendMsgBindCancelByDemoEPNS_9HitSensorES1_,"al::sendMsgBindCancelByDemo(al::HitSensor *,al::HitSensor *)",0x71008f4d50
,,_ZN2al17sendMsgBindDamageEPNS_9HitSensorES1_,"al::sendMsgBindDamage(al::HitSensor *,al::HitSensor *)",0x71008f4d8c
,,_ZN2al16sendMsgBindStealEPNS_9HitSensorES1_,"al::sendMsgBindSteal(al::HitSensor *,al::HitSensor *)",0x71008f4dc8
,,_ZN2al16sendMsgBindGiantEPNS_9HitSensorES1_,"al::sendMsgBindGiant(al::HitSensor *,al::HitSensor *)",0x71008f4e04
,,_ZN2al17sendMsgBallAttackEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgBallAttack(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f4e40
,,_ZN2al27sendMsgBallRouteDokanAttackEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgBallRouteDokanAttack(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f4e7c
,,_ZN2al21sendMsgBallAttackHoldEPNS_9HitSensorES1_,"al::sendMsgBallAttackHold(al::HitSensor *,al::HitSensor *)",0x71008f4eb8
,,_ZN2al24sendMsgBallAttackDRCHoldEPNS_9HitSensorES1_,"al::sendMsgBallAttackDRCHold(al::HitSensor *,al::HitSensor *)",0x71008f4ef4
,,_ZN2al24sendMsgBallAttackCollideEPNS_9HitSensorES1_,"al::sendMsgBallAttackCollide(al::HitSensor *,al::HitSensor *)",0x71008f4f30
,,_ZN2al18sendMsgBallTrampleEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgBallTrample(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f4f6c
,,_ZN2al25sendMsgBallTrampleCollideEPNS_9HitSensorES1_,"al::sendMsgBallTrampleCollide(al::HitSensor *,al::HitSensor *)",0x71008f4fa8
,,_ZN2al18sendMsgBallItemGetEPNS_9HitSensorES1_,"al::sendMsgBallItemGet(al::HitSensor *,al::HitSensor *)",0x71008f4fe4
,,_ZN2al21sendMsgFireBalCollideEPNS_9HitSensorES1_,"al::sendMsgFireBalCollide(al::HitSensor *,al::HitSensor *)",0x71008f5020
,,_ZN2al25sendMsgFireBallFloorTouchEPNS_9HitSensorES1_,"al::sendMsgFireBallFloorTouch(al::HitSensor *,al::HitSensor *)",0x71008f505c
,,_ZN2al25sendMsgDokanBazookaAttackEPNS_9HitSensorES1_,"al::sendMsgDokanBazookaAttack(al::HitSensor *,al::HitSensor *)",0x71008f5098
,,_ZN2al27sendMsgRideAllPlayerItemGetEPNS_9HitSensorES1_,"al::sendMsgRideAllPlayerItemGet(al::HitSensor *,al::HitSensor *)",0x71008f50d4
,,_ZN2al16sendMsgHideModelEPNS_9LiveActorE,al::sendMsgHideModel(al::LiveActor *),0x71008f5110
,,_ZN2al16sendMsgShowModelEPNS_9LiveActorE,al::sendMsgShowModel(al::LiveActor *),0x71008f514c
,,_ZN2al14sendMsgRestartEPNS_9LiveActorE,al::sendMsgRestart(al::LiveActor *),0x71008f5188
,,_ZN2al23sendMsgCollisionImpulseEPNS_9HitSensorES1_PN4sead7Vector3IfEERKS4_fS7_f,"al::sendMsgCollisionImpulse(al::HitSensor *,al::HitSensor *,sead::Vector3<float> *,sead::Vector3<float> const&,float,sead::Vector3<float> const&,float)",0x71008f51c4
,,_ZN2al15sendMsgSwitchOnEPNS_9LiveActorE,al::sendMsgSwitchOn(al::LiveActor *),0x71008f5210
,,_ZN2al19sendMsgSwitchOnInitEPNS_9LiveActorE,al::sendMsgSwitchOnInit(al::LiveActor *),0x71008f524c
,,_ZN2al20sendMsgSwitchOffInitEPNS_9LiveActorE,al::sendMsgSwitchOffInit(al::LiveActor *),0x71008f5288
,,_ZN2al19sendMsgSwitchKillOnEPNS_9LiveActorE,al::sendMsgSwitchKillOn(al::LiveActor *),0x71008f52c4
,,_ZN2al23sendMsgSwitchKillOnInitEPNS_9LiveActorE,al::sendMsgSwitchKillOnInit(al::LiveActor *),0x71008f5300
,,_ZN2al24sendMsgSwitchKillOffInitEPNS_9LiveActorE,al::sendMsgSwitchKillOffInit(al::LiveActor *),0x71008f533c
,,_ZN2al39sendMsgPlayerFloorTouchToColliderGroundEPNS_9LiveActorEPNS_9HitSensorE,"al::sendMsgPlayerFloorTouchToColliderGround(al::LiveActor *,al::HitSensor *)",0x71008f5378
,,_ZN2al40sendMsgPlayerUpperPunchToColliderCeilingEPNS_9LiveActorEPNS_9HitSensorE,"al::sendMsgPlayerUpperPunchToColliderCeiling(al::LiveActor *,al::HitSensor *)",0x71008f53bc
,,_ZN2al38sendMsgEnemyFloorTouchToColliderGroundEPNS_9LiveActorEPNS_9HitSensorE,"al::sendMsgEnemyFloorTouchToColliderGround(al::LiveActor *,al::HitSensor *)",0x71008f5400
,,_ZN2al39sendMsgEnemyUpperPunchToColliderCeilingEPNS_9LiveActorEPNS_9HitSensorE,"al::sendMsgEnemyUpperPunchToColliderCeiling(al::LiveActor *,al::HitSensor *)",0x71008f5444
,,_ZN2al21sendMsgAskSafetyPointEPNS_9HitSensorES1_PPN4sead7Vector3IfEE,"al::sendMsgAskSafetyPoint(al::HitSensor *,al::HitSensor *,sead::Vector3<float> **)",0x71008f5488
,,_ZN2al37sendMsgAskSafetyPointToColliderGroundEPNS_9LiveActorEPNS_9HitSensorEPPN4sead7Vector3IfEE,"al::sendMsgAskSafetyPointToColliderGround(al::LiveActor *,al::HitSensor *,sead::Vector3<float> **)",0x71008f54c4
,,_ZN2al18sendMsgTouchAssistEPNS_9HitSensorES1_,"al::sendMsgTouchAssist(al::HitSensor *,al::HitSensor *)",0x71008f5514
,,_ZN2al22sendMsgTouchAssistTrigEPNS_9HitSensorES1_,"al::sendMsgTouchAssistTrig(al::HitSensor *,al::HitSensor *)",0x71008f5550
,,_ZN2al18sendMsgTouchStrokeEPNS_9HitSensorES1_,"al::sendMsgTouchStroke(al::HitSensor *,al::HitSensor *)",0x71008f558c
,,_ZN2al39sendMsgScreenPointInvalidCollisionPartsEPNS_9HitSensorES1_,"al::sendMsgScreenPointInvalidCollisionParts(al::HitSensor *,al::HitSensor *)",0x71008f55c8
,,_ZN2al22sendMsgBlockUpperPunchEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgBlockUpperPunch(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f5604
,,_ZN2al22sendMsgBlockLowerPunchEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgBlockLowerPunch(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f5640
,,_ZN2al19sendMsgBlockItemGetEPNS_9HitSensorES1_,"al::sendMsgBlockItemGet(al::HitSensor *,al::HitSensor *)",0x71008f567c
,,_ZN2al20sendMsgKillerItemGetEPNS_9HitSensorES1_,"al::sendMsgKillerItemGet(al::HitSensor *,al::HitSensor *)",0x71008f56b8
,,_ZN2al24sendMsgPlayerKouraAttackEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerKouraAttack(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f56f4
,,_ZN2al17sendMsgLightFlashEPNS_9HitSensorES1_,"al::sendMsgLightFlash(al::HitSensor *,al::HitSensor *)",0x71008f5730
,,_ZN2al17sendMsgForceAbyssEPNS_9HitSensorES1_,"al::sendMsgForceAbyss(al::HitSensor *,al::HitSensor *)",0x71008f576c
,,_ZN2al27sendMsgIsNerveSupportFreezeEPNS_9HitSensorES1_,"al::sendMsgIsNerveSupportFreeze(al::HitSensor *,al::HitSensor *)",0x71008f57a8
,,_ZN2al26sendMsgOnSyncSupportFreezeEPNS_9HitSensorES1_,"al::sendMsgOnSyncSupportFreeze(al::HitSensor *,al::HitSensor *)",0x71008f57e4
,,_ZN2al27sendMsgOffSyncSupportFreezeEPNS_9HitSensorES1_,"al::sendMsgOffSyncSupportFreeze(al::HitSensor *,al::HitSensor *)",0x71008f5820
,,_ZN2al26sendMsgSwordAttackHighLeftEPNS_9HitSensorES1_,"al::sendMsgSwordAttackHighLeft(al::HitSensor *,al::HitSensor *)",0x71008f585c
,,_ZN2al25sendMsgSwordAttackLowLeftEPNS_9HitSensorES1_,"al::sendMsgSwordAttackLowLeft(al::HitSensor *,al::HitSensor *)",0x71008f5898
,,_ZN2al27sendMsgSwordAttackHighRightEPNS_9HitSensorES1_,"al::sendMsgSwordAttackHighRight(al::HitSensor *,al::HitSensor *)",0x71008f58d4
,,_ZN2al26sendMsgSwordAttackLowRightEPNS_9HitSensorES1_,"al::sendMsgSwordAttackLowRight(al::HitSensor *,al::HitSensor *)",0x71008f5910
,,_ZN2al27sendMsgSwordAttackJumpUnderEPNS_9HitSensorES1_,"al::sendMsgSwordAttackJumpUnder(al::HitSensor *,al::HitSensor *)",0x71008f594c
,,_ZN2al22sendMsgSwordBeamAttackEPNS_9HitSensorES1_,"al::sendMsgSwordBeamAttack(al::HitSensor *,al::HitSensor *)",0x71008f5988
,,_ZN2al29sendMsgSwordBeamReflectAttackEPNS_9HitSensorES1_,"al::sendMsgSwordBeamReflectAttack(al::HitSensor *,al::HitSensor *)",0x71008f59c4
,,_ZN2al18sendMsgShieldGuardEPNS_9HitSensorES1_,"al::sendMsgShieldGuard(al::HitSensor *,al::HitSensor *)",0x71008f5a00
,,_ZN2al27sendMsgEnemyAttackKnockDownEPNS_9HitSensorES1_,"al::sendMsgEnemyAttackKnockDown(al::HitSensor *,al::HitSensor *)",0x71008f5a3c
,,_ZN2al26sendMsgAskMultiPlayerEnemyEPNS_9HitSensorES1_,"al::sendMsgAskMultiPlayerEnemy(al::HitSensor *,al::HitSensor *)",0x71008f5a78
,,_ZN2al19sendMsgItemGettableEPNS_9HitSensorES1_,"al::sendMsgItemGettable(al::HitSensor *,al::HitSensor *)",0x71008f5ab4
,,_ZN2al17sendMsgKikkiThrowEPNS_9HitSensorES1_,"al::sendMsgKikkiThrow(al::HitSensor *,al::HitSensor *)",0x71008f5af0
,,_ZN2al25sendMsgIsKikkiThrowTargetEPNS_9HitSensorES1_,"al::sendMsgIsKikkiThrowTarget(al::HitSensor *,al::HitSensor *)",0x71008f5b2c
,,_ZN2al21sendMsgPlayerCloudGetEPNS_9HitSensorES1_,"al::sendMsgPlayerCloudGet(al::HitSensor *,al::HitSensor *)",0x71008f5b68
,,_ZN2al15sendMsgAutoJumpEPNS_9HitSensorES1_,"al::sendMsgAutoJump(al::HitSensor *,al::HitSensor *)",0x71008f5ba4
,,_ZN2al24sendMsgPlayerTouchShadowEPNS_9HitSensorES1_,"al::sendMsgPlayerTouchShadow(al::HitSensor *,al::HitSensor *)",0x71008f5be0
,,_ZN2al26sendMsgPlayerPullOutShadowEPNS_9HitSensorES1_,"al::sendMsgPlayerPullOutShadow(al::HitSensor *,al::HitSensor *)",0x71008f5c1c
,,_ZN2al25sendMsgPlayerAttackShadowEPNS_9HitSensorES1_,"al::sendMsgPlayerAttackShadow(al::HitSensor *,al::HitSensor *)",0x71008f5c58
,,_ZN2al31sendMsgPlayerAttackShadowStrongEPNS_9HitSensorES1_,"al::sendMsgPlayerAttackShadowStrong(al::HitSensor *,al::HitSensor *)",0x71008f5c94
,,_ZN2al28sendMsgPlayerAttackChangePosEPNS_9HitSensorES1_PN4sead7Vector3IfEE,"al::sendMsgPlayerAttackChangePos(al::HitSensor *,al::HitSensor *,sead::Vector3<float> *)",0x71008f5cd0
,,_ZN2al23sendMsgAtmosOnlineLightEPNS_9HitSensorES1_,"al::sendMsgAtmosOnlineLight(al::HitSensor *,al::HitSensor *)",0x71008f5d0c
,,_ZN2al16sendMsgLightBurnEPNS_9HitSensorES1_,"al::sendMsgLightBurn(al::HitSensor *,al::HitSensor *)",0x71008f5d48
,,_ZN2al20sendMsgMoonLightBurnEPNS_9HitSensorES1_,"al::sendMsgMoonLightBurn(al::HitSensor *,al::HitSensor *)",0x71008f5d84
,,_ZN2al13sendMsgStringEPNS_9HitSensorES1_PKc,"al::sendMsgString(al::HitSensor *,al::HitSensor *,char const*)",0x71008f5dc0
,,_ZN2al19sendMsgStringV4fPtrEPNS_9HitSensorES1_PKcPN4sead7Vector4IfEE,"al::sendMsgStringV4fPtr(al::HitSensor *,al::HitSensor *,char const*,sead::Vector4<float> *)",0x71008f5dfc
,,_ZN2al25sendMsgStringV4fSensorPtrEPNS_9HitSensorES1_PKcPN4sead7Vector4IfEE,"al::sendMsgStringV4fSensorPtr(al::HitSensor *,al::HitSensor *,char const*,sead::Vector4<float> *)",0x71008f5e3c
,,_ZN2al20sendMsgStringVoidPtrEPNS_9HitSensorES1_PKcPv,"al::sendMsgStringVoidPtr(al::HitSensor *,al::HitSensor *,char const*,void *)",0x71008f5e7c
,,_ZN2al12isMsgPushAllEPKNS_9SensorMsgE,al::isMsgPushAll(al::SensorMsg const*),0x71008f5ebc
,,_ZN2al9isMsgPushEPKNS_9SensorMsgE,al::isMsgPush(al::SensorMsg const*),0x71008f601c
,,_ZN2al15isMsgPushStrongEPKNS_9SensorMsgE,al::isMsgPushStrong(al::SensorMsg const*),0x71008f60a4
